<<<<<<< HEAD
Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Barra da Tijuca;3;3;1;220;6500.0;1900.0;500.0
Apartamento;Laranjeiras;2;0;0;70;2500.0;800.0;85.0
Apartamento;Ipanema;3;1;1;109;7000.0;1200.0;355.0
Casa;Campo Grande;4;1;2;235;2500.0;;
Apartamento;Leme;1;0;1;40;2300.0;870.0;23.0
Apartamento;Tijuca;3;2;0;160;2800.0;800.0;100.0
Apartamento;Campo Grande;2;1;0;65;750.0;190.0;
Apartamento;Laranjeiras;2;2;1;160;3500.0;2600.0;470.0
Apartamento;Barra da Tijuca;2;0;2;73;1600.0;1500.0;100.0
Casa;Campo Grande;2;1;1;120;1500.0;;
Apartamento;Botafogo;2;1;0;136;4000.0;1200.0;174.0
Apartamento;Península;4;4;4;333;11000.0;3270.0;880.0
Casa de Condomínio;Barra da Tijuca;6;5;6;750;12000.0;1300.0;1300.0
Apartamento;Ipanema;3;2;0;95;5000.0;1000.0;222.0
Apartamento;Copacabana;3;0;1;98;3100.0;917.0;209.0
Apartamento;Ipanema;2;0;1;75;5400.0;476.0;120.0
Apartamento;Copacabana;2;1;1;200;9900.0;2000.0;600.0
Apartamento;Barra da Tijuca;4;4;2;237;6950.0;3542.0;566.0
Apartamento;Botafogo;3;1;1;115;4300.0;968.0;188.0
Apartamento;Barra da Tijuca;3;3;3;191;3500.0;1190.0;600.0
Apartamento;Jardim Botânico;1;1;1;63;3000.0;1400.0;150.0
Apartamento;Lagoa;3;2;2;200;6000.0;3100.0;863.0
Apartamento;Barra da Tijuca;2;1;1;79;2800.0;126.0;180.0
Apartamento;Leblon;2;2;2;140;5000.0;1980.0;450.0
Apartamento;Barra da Tijuca;2;1;1;100;2500.0;1632.0;234.0
Apartamento;Copacabana;1;0;0;20;1300.0;500.0;
Apartamento;Pavuna;2;0;0;60;750.0;;
Apartamento;Flamengo;2;1;0;87;2800.0;845.0;136.0
Apartamento;Cacuia;1;1;0;42;1050.0;330.0;
Apartamento;Copacabana;1;0;0;140;4250.0;1650.0;230.0
Apartamento;Centro;1;0;0;35;1600.0;580.0;150.0
Apartamento;Barra da Tijuca;5;2;4;500;15000.0;949.0;399.0
Apartamento;Recreio dos Bandeirantes;2;2;1;110;3000.0;890.0;296.0
Apartamento;Ipanema;3;1;1;150;9000.0;1200.0;2200.0
Apartamento;Glória;1;0;1;45;1350.0;450.0;20.0
Apartamento;Flamengo;5;3;3;470;9000.0;;1269.0
Apartamento;Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;154.0
Apartamento;Barra da Tijuca;3;2;1;120;3800.0;1555.0;307.0
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2200.0;700.0;200.0
Apartamento;Ipanema;4;1;1;167;15000.0;2600.0;600.0
Apartamento;Ipanema;4;6;4;700;65000.0;8860.0;
Apartamento;Copacabana;2;0;1;57;3250.0;650.0;58.0
Casa de Vila;Padre Miguel;1;0;0;33;600.0;;60.0
Apartamento;Copacabana;2;0;0;90;3500.0;800.0;
Apartamento;Copacabana;1;0;0;42;1500.0;450.0;68.0
Apartamento;Copacabana;2;1;0;79;2500.0;763.0;170.0
Apartamento;Cachambi;2;1;0;70;1100.0;550.0;165.0
Apartamento;Copacabana;2;0;1;110;4500.0;1140.0;2694.0
Apartamento;Barra da Tijuca;3;3;3;171;6000.0;1600.0;450.0
Apartamento;Copacabana;3;0;0;110;8000.0;850.0;220.0
Apartamento;Campo Grande;1;0;0;65;700.0;;
Casa de Vila;Méier;2;0;0;71;2000.0;;36.0
Apartamento;Olaria;2;0;0;59;1000.0;250.0;
Apartamento;Curicica;2;1;0;55;1100.0;360.0;40.0
Apartamento;Maracanã;2;1;0;54;1200.0;495.0;20.0
Apartamento;Tijuca;2;1;0;66;1400.0;604.0;80.0
Apartamento;Barra da Tijuca;2;1;0;52;1500.0;630.0;105.0
Casa de Condomínio;Barra da Tijuca;5;4;1;400;10000.0;2334.0;
Apartamento;Flamengo;3;1;1;137;8900.0;1945.0;371.0
Apartamento;Copacabana;1;1;0;25;1900.0;650.0;20.0
Apartamento;Flamengo;2;0;0;83;4000.0;577.0;168.0
Apartamento;Barra da Tijuca;1;1;1;90;6500.0;2100.0;5000.0
Apartamento;Leblon;2;0;0;75;2800.0;810.0;
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;280;7500.0;1.0;1.0
Apartamento;Botafogo;3;1;2;163;3500.0;1590.0;3012.0
Apartamento;Tijuca;2;1;1;100;2500.0;907.0;140.0
Apartamento;Tijuca;3;2;1;100;2100.0;550.0;95.0
Apartamento;Centro;1;0;0;22;1000.0;420.0;24.0
Apartamento;Barra da Tijuca;2;2;2;139;5500.0;1938.0;751.0
Apartamento;Barra da Tijuca;2;1;1;72;2300.0;1200.0;241.0
Apartamento;Olaria;2;0;0;60;1100.0;90.0;
Apartamento;Pechincha;2;1;1;72;1300.0;540.0;600.0
Apartamento;Laranjeiras;2;1;1;90;3400.0;1850.0;216.0
Casa;Barra da Tijuca;5;4;5;420;11991.0;885.0;
Apartamento;Botafogo;2;1;0;95;3600.0;1026.0;167.0
Apartamento;Botafogo;1;1;1;91;3300.0;883.0;298.0
Casa;Jardim Botânico;5;4;5;1400;20000.0;;1912.0
Apartamento;Copacabana;3;1;2;281;11000.0;2690.0;5302.0
Apartamento;Barra da Tijuca;2;1;1;83;2000.0;1400.0;1300.0
Apartamento;Laranjeiras;2;0;0;80;2100.0;700.0;110.0
Apartamento;Centro;3;0;0;100;1100.0;621.0;
Apartamento;Jacarepaguá;2;1;2;16;2500.0;1250.0;80.0
Apartamento;Penha;2;0;0;53;1000.0;206.0;
Apartamento;Estácio;2;0;0;65;1000.0;590.0;
Apartamento;Tijuca;3;2;1;148;2700.0;1500.0;212.0
Apartamento;Copacabana;3;0;1;105;4820.0;1000.0;180.0
Apartamento;Laranjeiras;2;0;0;50;1500.0;550.0;
Apartamento;Tijuca;3;1;0;110;1900.0;513.0;144.0
Apartamento;Recreio dos Bandeirantes;3;2;1;300;2500.0;1600.0;400.0
Apartamento;Rio Comprido;2;1;0;52;1100.0;766.0;14.0
Apartamento;Tijuca;3;1;1;79;1500.0;720.0;
Apartamento;Arpoador;2;4;2;180;8000.0;2600.0;611.0
Apartamento;Copacabana;1;0;0;45;2000.0;920.0;56.0
Casa de Vila;Campo Grande;1;0;0;40;500.0;;
Apartamento;Copacabana;3;0;1;98;9000.0;562.0;200.0
Apartamento;Botafogo;2;1;1;90;3200.0;664.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;177;1700.0;1350.0;290.0
Apartamento;Barra da Tijuca;4;4;1;300;17000.0;4160.0;20000.0
Apartamento;Lapa;1;1;0;39;1600.0;800.0;15.0
Apartamento;Leblon;3;2;2;155;7000.0;1960.0;732.0
Apartamento;Barra da Tijuca;4;2;2;140;5000.0;1250.0;500.0
Casa;Honório Gurgel;1;0;0;40;500.0;;
Apartamento;Tijuca;4;2;1;130;3200.0;1400.0;220.0
Apartamento;Tijuca;3;1;1;102;1690.0;970.0;132.0
Apartamento;Recreio dos Bandeirantes;4;3;4;300;13000.0;2896.0;
Apartamento;Gávea;1;0;0;33;1500.0;1006.0;
Casa de Vila;Olaria;1;0;0;45;700.0;;
Apartamento;Copacabana;3;1;0;240;9500.0;1700.0;680.0
Apartamento;Laranjeiras;2;0;0;98;2200.0;809.0;
Apartamento;Jacarepaguá;1;1;0;55;1100.0;580.0;
Apartamento;Copacabana;4;0;0;170;2800.0;1250.0;346.0
Apartamento;Copacabana;2;0;0;77;2500.0;620.0;120.0
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;387.0
Apartamento;Recreio dos Bandeirantes;3;2;1;100;1800.0;650.0;
Apartamento;Barra da Tijuca;2;1;0;52;2000.0;699.0;
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0
Apartamento;Copacabana;3;0;0;85;2800.0;960.0;120.0
Apartamento;Gávea;3;1;1;112;3800.0;886.0;
Apartamento;Recreio dos Bandeirantes;2;1;0;87;1200.0;1032.0;
Apartamento;Ipanema;1;2;1;90;4100.0;1700.0;220.0
Casa;Jardim Botânico;4;4;4;450;25000.0;;1750.0
Casa de Vila;Cachambi;2;0;0;100;1600.0;;
Apartamento;Barra da Tijuca;2;1;1;78;3200.0;836.0;2200.0
Apartamento;Copacabana;3;1;1;245;7500.0;1499.0;
Apartamento;Barra da Tijuca;1;1;0;67;2300.0;1580.0;
Apartamento;Copacabana;3;1;0;180;3500.0;1300.0;388.0
Apartamento;Tijuca;3;0;1;110;3300.0;1215.0;
Apartamento;Recreio dos Bandeirantes;4;4;4;210;4500.0;900.0;
Apartamento;Barra da Tijuca;4;2;2;110;2800.0;1800.0;220.0
Apartamento;Copacabana;3;1;1;138;7000.0;825.0;
Apartamento;Copacabana;2;1;2;158;7400.0;1011.0;600.0
Apartamento;Barra da Tijuca;2;1;2;77;1500.0;1200.0;715.0
Casa;Campo Grande;1;2;1;160;2300.0;;
Apartamento;Barra da Tijuca;2;2;1;100;6000.0;1500.0;3000.0
Apartamento;Barra da Tijuca;3;2;1;127;3600.0;1598.0;258.0
Apartamento;Leblon;4;2;2;200;16000.0;2300.0;720.0
Apartamento;Barra da Tijuca;2;1;1;90;2600.0;1390.0;
Apartamento;Ipanema;4;2;1;170;13000.0;2717.0;1300.0
Apartamento;Botafogo;2;1;1;84;3800.0;850.0;190.0
Apartamento;Tijuca;4;2;1;153;2500.0;955.0;246.0
Apartamento;Gávea;2;0;0;40;2000.0;336.0;73.0
Apartamento;Recreio dos Bandeirantes;3;2;2;140;3000.0;870.0;
Quitinete;Copacabana;1;0;0;29;1350.0;514.0;182.0
Apartamento;Recreio dos Bandeirantes;3;3;1;300;3500.0;1000.0;400.0
Apartamento;Barra da Tijuca;2;1;1;78;2800.0;1100.0;71.0
Apartamento;Copacabana;3;0;0;116;3600.0;680.0;
Apartamento;Freguesia (Jacarepaguá);3;2;1;132;2100.0;1115.0;126.0
Apartamento;Barra da Tijuca;5;3;5;231;15000.0;2600.0;4730.0
Apartamento;Ipanema;4;3;2;240;16000.0;3100.0;8953.0
Apartamento;Ipanema;2;1;0;180;18000.0;2500.0;6100.0
Apartamento;Lagoa;4;2;1;180;6300.0;2048.0;535.0
Apartamento;Méier;3;1;1;92;1300.0;630.0;125.0
Apartamento;Leblon;4;1;1;160;7000.0;2200.0;350.0
Casa de Condomínio;Vargem Pequena;4;2;4;200;5000.0;330.0;
Apartamento;Honório Gurgel;2;1;0;50;450.0;340.0;
Casa;Vila da Penha;1;0;0;50;900.0;;
Apartamento;Barra da Tijuca;4;4;2;240;7000.0;3400.0;
Apartamento;Botafogo;2;1;1;88;3500.0;950.0;
Apartamento;São Conrado;3;3;3;270;15000.0;2200.0;920.0
Apartamento;Ipanema;3;1;0;100;3500.0;1580.0;380.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;73;2000.0;750.0;
Apartamento;Laranjeiras;4;2;1;360;7000.0;1600.0;
Apartamento;Recreio dos Bandeirantes;5;3;4;120;3500.0;850.0;750.0
Apartamento;Copacabana;4;0;0;170;5000.0;1700.0;300.0
Apartamento;Ipanema;3;1;1;164;7000.0;2600.0;
Apartamento;Botafogo;2;0;0;65;2300.0;450.0;50.0
Apartamento;Jacarepaguá;2;1;0;56;1200.0;409.0;35.0
Quitinete;Catete;1;0;0;28;1300.0;482.0;25.0
Casa;Campo Grande;4;1;2;180;1850.0;300.0;
Apartamento;Copacabana;2;1;1;76;3500.0;1400.0;190.0
Apartamento;Andaraí;3;0;0;103;1800.0;580.0;
Apartamento;Barra da Tijuca;1;1;1;70;3000.0;1400.0;
Apartamento;Copacabana;4;1;2;120;12000.0;1700.0;500.0
Apartamento;Praça Seca;4;2;3;245;2700.0;1380.0;145.0
Casa de Condomínio;Campo Grande;2;1;0;65;800.0;240.0;
Apartamento;Ipanema;3;1;1;170;7500.0;1540.0;450.0
Apartamento;Botafogo;3;2;0;88;3500.0;950.0;
Apartamento;Copacabana;4;1;0;190;5900.0;2600.0;500.0
Apartamento;Ipanema;3;2;1;150;8000.0;2200.0;390.0
Apartamento;Península;3;2;2;126;4500.0;1450.0;250.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;50;800.0;350.0;
Casa de Condomínio;Recreio dos Bandeirantes;4;3;3;305;3200.0;1400.0;
Apartamento;Barra da Tijuca;4;3;2;230;7000.0;2200.0;
Apartamento;Leblon;3;2;0;150;4500.0;1280.0;220.0
Apartamento;Engenho Novo;2;1;0;68;900.0;620.0;
Apartamento;Recreio dos Bandeirantes;4;2;1;107;2700.0;940.0;250.0
Apartamento;Barra da Tijuca;2;1;1;90;2600.0;1300.0;195.0
Apartamento;Recreio dos Bandeirantes;3;1;1;73;2000.0;653.0;789.0
Apartamento;Vila da Penha;2;1;0;66;1200.0;180.0;
Apartamento;Flamengo;3;1;1;160;3800.0;1170.0;322.0
Apartamento;Recreio dos Bandeirantes;2;1;1;140;2300.0;1100.0;2600.0
Casa de Condomínio;Barra da Tijuca;4;2;4;285;13000.0;1200.0;14000.0
Casa;Tijuca;3;1;0;198;2000.0;;
Apartamento;Recreio dos Bandeirantes;3;2;2;182;3200.0;1188.0;449.0
Apartamento;Recreio dos Bandeirantes;2;2;1;75;2000.0;480.0;
Casa;Pilares;1;0;0;50;900.0;;
Apartamento;Barra da Tijuca;2;2;2;155;4000.0;1300.0;4300.0
Apartamento;Botafogo;2;1;0;94;5700.0;1130.0;196.0
Casa;Grajaú;6;4;4;90;60000.0;;
Apartamento;Braz de Pina;3;1;0;60;1200.0;;
Casa de Condomínio;Méier;3;1;0;158;2200.0;155.0;
Quitinete;São Cristóvão;0;0;0;30;1200.0;150.0;12.0
Apartamento;Irajá;1;0;0;55;850.0;110.0;
Apartamento;Rio Comprido;2;1;0;63;1490.0;743.0;33.0
Apartamento;Méier;2;1;0;47;900.0;400.0;13.0
Apartamento;Ipanema;2;0;0;77;3150.0;605.0;199.0
Apartamento;Santa Teresa;1;0;0;31;1000.0;330.0;15.0
Apartamento;Copacabana;4;1;2;389;13630.0;3825.0;1164.0
Apartamento;Jardim Botânico;3;1;1;91;3500.0;1050.0;260.0
Apartamento;Botafogo;1;0;0;28;2400.0;;
Apartamento;Copacabana;3;2;1;160;5000.0;1706.0;382.0
Apartamento;Recreio dos Bandeirantes;2;2;1;92;1300.0;1712.0;395.0
Casa;Humaitá;4;0;0;300;7500.0;;2100.0
Apartamento;Humaitá;3;1;0;110;3500.0;1300.0;180.0
Apartamento;Cacuia;1;1;0;37;900.0;214.0;
Apartamento;Abolição;2;0;0;48;900.0;300.0;13.0
Apartamento;Jacarepaguá;2;1;1;60;1050.0;650.0;
Casa;Recreio dos Bandeirantes;4;5;3;386;15000.0;;610.0
Apartamento;Barra da Tijuca;4;3;4;231;7491.0;1803.0;5380.0
Apartamento;Laranjeiras;4;1;2;280;8000.0;1870.0;557.0
Apartamento;Campo Grande;2;1;0;60;700.0;310.0;
Apartamento;Copacabana;3;0;0;80;3000.0;1000.0;20.0
Apartamento;Engenho de Dentro;3;1;1;65;1400.0;450.0;120.0
Casa;Abolição;2;1;0;70;1180.0;;151.0
Casa de Condomínio;Barra da Tijuca;5;4;5;1400;40000.0;2134.0;
Apartamento;Engenho de Dentro;2;1;0;51;1200.0;120.0;14.0
Apartamento;São Francisco Xavier;1;0;0;76;800.0;415.0;14.0
Casa de Vila;Vila Militar;1;0;0;30;500.0;;
Apartamento;Leblon;4;2;2;240;19000.0;4000.0;1460.0
Apartamento;Leblon;2;1;1;130;12900.0;2181.0;315.0
Apartamento;Copacabana;3;1;1;230;6000.0;1752.0;3650.0
Quitinete;Copacabana;1;0;0;30;1150.0;278.0;25.0
Apartamento;Jardim Oceânico;5;3;3;430;10000.0;1700.0;1600.0
Apartamento;Recreio dos Bandeirantes;2;1;0;113;2400.0;1050.0;180.0
Apartamento;Recreio dos Bandeirantes;3;3;3;210;3800.0;1200.0;450.0
Apartamento;Flamengo;1;0;0;46;1600.0;400.0;57.0
Apartamento;Recreio dos Bandeirantes;4;3;3;300;2800.0;971.0;4786.0
Apartamento;Taquara;2;1;0;74;1100.0;630.0;50.0
Casa de Condomínio;Taquara;3;0;2;140;3800.0;350.0;
Apartamento;Copacabana;1;0;0;50;2200.0;459.0;79.0
Apartamento;Recreio dos Bandeirantes;3;2;1;80;2100.0;630.0;200.0
Apartamento;Leblon;2;2;1;100;6500.0;1766.0;516.0
Apartamento;Vila Isabel;3;0;1;100;2200.0;200.0;20.0
Apartamento;Pechincha;2;1;0;51;1050.0;510.0;
Apartamento;Flamengo;4;2;2;430;12000.0;3768.0;1190.0
Apartamento;Copacabana;4;2;1;200;9000.0;2100.0;
Casa de Condomínio;Vargem Grande;3;2;1;86;1700.0;440.0;
Apartamento;Leblon;4;3;4;325;22000.0;4700.0;
Apartamento;Barra da Tijuca;6;2;5;380;7500.0;1650.0;1300.0
Quitinete;Flamengo;1;0;0;28;1400.0;400.0;
Apartamento;Copacabana;4;1;0;260;6500.0;1707.0;436.0
Apartamento;Recreio dos Bandeirantes;2;1;1;60;1600.0;808.0;
Apartamento;Barra da Tijuca;3;2;1;109;3000.0;1500.0;330.0
Apartamento;Tijuca;3;1;2;104;2500.0;900.0;1680.0
Apartamento;São Conrado;2;1;1;110;2999.0;1500.0;1950.0
Casa de Condomínio;Barra da Tijuca;4;2;2;450;6500.0;1145.0;750.0
Apartamento;Leblon;3;1;1;115;5000.0;700.0;400.0
Apartamento;Ipanema;2;0;0;84;3000.0;750.0;194.0
Apartamento;Ipanema;3;1;1;113;6500.0;1500.0;150.0
Apartamento;Leblon;1;0;0;55;3700.0;318.0;90.0
Apartamento;Ipanema;3;1;0;160;7800.0;1317.0;493.0
Apartamento;Ipanema;3;1;1;120;5500.0;1691.0;480.0
Apartamento;Ipanema;4;1;4;200;20000.0;2400.0;
Apartamento;Jardim Botânico;3;2;2;222;4900.0;1911.0;627.0
Apartamento;Piedade;2;0;1;62;700.0;210.0;
Apartamento;Flamengo;2;0;0;70;2000.0;800.0;100.0
Apartamento;Humaitá;2;1;1;80;3500.0;600.0;140.0
Apartamento;Taquara;2;1;0;48;1100.0;250.0;17.0
Apartamento;Urca;2;0;0;160;5500.0;850.0;320.0
Casa;Pedra de Guaratiba;1;2;0;70;660.0;;
Apartamento;Copacabana;4;1;1;160;5000.0;1999.0;286.0
Apartamento;Copacabana;3;1;1;182;8500.0;1296.0;324.0
Apartamento;Jacarepaguá;1;1;1;38;2500.0;;
Apartamento;Recreio dos Bandeirantes;3;1;2;90;2500.0;665.0;150.0
Apartamento;Copacabana;4;1;2;225;8000.0;1900.0;
Apartamento;Barra da Tijuca;3;1;1;90;3500.0;1450.0;221.0
Apartamento;Tijuca;3;2;1;110;1800.0;1400.0;133.0
Apartamento;Vila Isabel;2;0;0;70;1300.0;220.0;
Apartamento;Tijuca;3;1;0;100;3500.0;1650.0;
Casa de Condomínio;Barra da Tijuca;4;4;4;1000;25000.0;2450.0;23710.0
Apartamento;Vila Isabel;2;1;1;75;2900.0;580.0;100.0
Apartamento;Jacarepaguá;2;1;1;76;1200.0;450.0;
Apartamento;Copacabana;2;1;0;70;1800.0;1650.0;220.0
Apartamento;Cachambi;2;1;0;66;1270.0;500.0;200.0
Apartamento;Copacabana;3;0;0;160;4000.0;1700.0;230.0
Casa de Condomínio;Campo Grande;3;2;2;192;1400.0;;
Apartamento;Ipanema;3;1;1;110;3200.0;1226.0;195.0
Apartamento;Barra da Tijuca;2;0;1;75;3000.0;1250.0;144.0
Apartamento;Barra da Tijuca;4;2;3;132;3500.0;1605.0;358.0
Apartamento;Flamengo;2;0;0;83;2500.0;966.0;138.0
Apartamento;Botafogo;3;0;0;75;2300.0;;
Apartamento;Leblon;3;1;1;95;4500.0;1650.0;270.0
Apartamento;Flamengo;3;1;1;250;8000.0;2000.0;580.0
Apartamento;Riachuelo;3;0;0;80;1400.0;350.0;200.0
Apartamento;Recreio dos Bandeirantes;2;1;1;74;1600.0;;
Apartamento;Botafogo;3;0;0;118;3000.0;1039.0;122.0
Apartamento;Engenho de Dentro;2;1;1;55;1400.0;450.0;
Apartamento;Botafogo;1;1;0;61;2200.0;664.0;27.0
Apartamento;Barra da Tijuca;2;1;0;80;2300.0;1000.0;120.0
Apartamento;Barra da Tijuca;4;2;0;158;2500.0;1622.0;
Apartamento;Barra da Tijuca;3;2;1;130;3000.0;1827.0;
Apartamento;Barra da Tijuca;3;3;1;140;4900.0;2900.0;335.0
Apartamento;Leblon;4;2;3;350;10500.0;1400.0;333.0
Quitinete;Lapa;0;0;0;18;700.0;327.0;15.0
Apartamento;Jacarepaguá;2;1;1;52;1600.0;326.0;
Apartamento;Copacabana;4;1;1;150;4700.0;1907.0;263.0
Apartamento;Barra da Tijuca;3;2;3;110;2500.0;1486.0;
Apartamento;Campo Grande;2;2;0;65;700.0;350.0;
Apartamento;Lagoa;4;2;1;170;5000.0;2474.0;
Apartamento;Andaraí;1;1;0;60;1000.0;230.0;23.0
Apartamento;Barra da Tijuca;3;1;2;165;3500.0;1170.0;483.0
Apartamento;Bonsucesso;2;0;0;48;900.0;220.0;
Apartamento;Copacabana;3;0;0;110;3000.0;1250.0;125.0
Apartamento;Botafogo;1;0;0;25;2000.0;481.0;25.0
Apartamento;Barra da Tijuca;2;1;1;67;3000.0;1220.0;160.0
Apartamento;Leme;2;0;0;75;2700.0;878.0;
Quitinete;Copacabana;1;0;0;22;1500.0;570.0;116.0
Apartamento;Leblon;4;0;1;170;7500.0;2290.0;5039.0
Apartamento;Barra da Tijuca;3;2;1;104;2600.0;1700.0;200.0
Apartamento;Leblon;1;0;0;90;4000.0;900.0;200.0
Apartamento;Lagoa;4;4;3;270;19000.0;3800.0;1600.0
Apartamento;Recreio dos Bandeirantes;2;1;1;77;1600.0;651.0;
Apartamento;Freguesia (Jacarepaguá);3;2;1;140;2500.0;960.0;158.0
Apartamento;Barra da Tijuca;1;1;1;75;1700.0;930.0;156.0
Apartamento;Botafogo;2;1;1;90;3700.0;900.0;
Casa de Condomínio;Barra da Tijuca;4;2;4;900;15000.0;1380.0;22000.0
Apartamento;Copacabana;4;1;2;270;5900.0;1450.0;360.0
Apartamento;Copacabana;3;0;1;90;2500.0;1400.0;217.0
Apartamento;Tijuca;3;0;0;80;1460.0;455.0;124.0
Apartamento;Barra da Tijuca;2;1;0;57;1500.0;780.0;95.0
Apartamento;Recreio dos Bandeirantes;2;3;2;195;2700.0;950.0;445.0
Apartamento;Barra da Tijuca;2;1;1;90;4000.0;1470.0;
Apartamento;Botafogo;2;1;1;94;4600.0;1201.0;228.0
Apartamento;Taquara;2;1;0;91;800.0;599.0;82.0
Casa;Barra da Tijuca;5;4;0;350;12000.0;1000.0;600.0
Apartamento;Leblon;3;2;1;175;9500.0;2805.0;947.0
Apartamento;Jardim Oceânico;6;6;5;460;15000.0;2300.0;
Casa;Santa Teresa;2;0;1;80;1500.0;;
Apartamento;Copacabana;3;0;0;120;2100.0;1064.0;332.0
Apartamento;Andaraí;3;2;2;107;2900.0;1140.0;185.0
Apartamento;Barra da Tijuca;1;1;1;80;3500.0;1250.0;150.0
Apartamento;Maracanã;3;1;1;86;1900.0;854.0;
Apartamento;Copacabana;1;0;1;60;1450.0;748.0;151.0
Apartamento;Leblon;1;0;1;45;3000.0;680.0;80.0
Apartamento;Todos os Santos;3;0;0;62;800.0;472.0;16.0
Quitinete;Tijuca;1;0;0;25;1000.0;380.0;
Apartamento;Leblon;3;1;1;200;11000.0;1900.0;610.0
Apartamento;Leblon;3;2;1;120;4700.0;1580.0;450.0
Apartamento;Tanque;3;1;1;73;1300.0;765.0;84.0
Casa de Condomínio;Recreio dos Bandeirantes;4;4;0;400;9000.0;;514.0
Apartamento;Barra da Tijuca;3;1;2;86;3200.0;1250.0;150.0
Casa de Condomínio;Barra da Tijuca;4;4;2;622;10000.0;1390.0;14860.0
Apartamento;Tijuca;2;0;0;40;1100.0;492.0;25.0
Apartamento;Copacabana;3;1;0;127;7000.0;1300.0;293.0
Casa;Grajaú;3;1;0;120;2900.0;;150.0
Apartamento;Barra da Tijuca;3;2;1;130;3800.0;2456.0;807.0
Casa de Vila;Tanque;3;2;0;116;2100.0;90.0;40.0
Quitinete;Copacabana;1;0;0;30;1200.0;490.0;
Apartamento;Copacabana;3;1;2;225;4800.0;1500.0;500.0
Apartamento;Pechincha;2;1;1;60;1200.0;480.0;735.0
Apartamento;Ipanema;3;1;1;104;3000.0;736.0;207.0
Apartamento;Barra da Tijuca;3;2;1;215;6500.0;3000.0;570.0
Apartamento;Barra da Tijuca;4;2;1;158;5200.0;1845.0;238.0
Apartamento;Tijuca;3;0;0;72;1100.0;438.0;23.0
Apartamento;Ipanema;2;1;1;120;10000.0;1800.0;322.0
Apartamento;São Cristóvão;2;2;1;58;1600.0;540.0;360.0
Casa de Condomínio;Barra da Tijuca;5;4;5;890;17000.0;2700.0;2000.0
Apartamento;Laranjeiras;4;0;0;130;3500.0;800.0;170.0
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;600.0;120.0
Apartamento;Barra da Tijuca;3;2;1;75;1800.0;980.0;200.0
Apartamento;Tijuca;3;0;0;85;1800.0;934.0;
Apartamento;Ipanema;2;0;1;90;7000.0;;
Apartamento;Copacabana;2;2;2;90;6500.0;3500.0;
Apartamento;Recreio dos Bandeirantes;3;1;1;77;1750.0;480.0;180.0
Apartamento;Barra da Tijuca;2;1;1;80;2200.0;1180.0;
Apartamento;Tijuca;3;2;1;100;2000.0;786.0;180.0
Casa de Condomínio;Campo Grande;2;1;1;80;1400.0;170.0;
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;121.0
Apartamento;Flamengo;4;0;0;594;15000.0;4877.0;558.0
Apartamento;Rio Comprido;2;0;0;75;1100.0;480.0;47.0
Apartamento;Tijuca;3;1;1;90;2600.0;983.0;165.0
Apartamento;Centro;1;0;0;34;1100.0;313.0;25.0
Casa;Irajá;4;2;4;176;4500.0;;
Apartamento;Laranjeiras;2;1;1;82;3500.0;1208.0;
Apartamento;Praça Seca;3;1;2;70;1600.0;557.0;77.0
Casa;Campo Grande;3;1;2;200;2500.0;;
Apartamento;Lagoa;3;2;2;119;4800.0;1847.0;
Quitinete;Flamengo;1;0;0;29;1100.0;364.0;
Apartamento;Praça da Bandeira;1;0;0;42;1800.0;270.0;25.0
Apartamento;Centro;1;0;0;25;1490.0;390.0;9.0
Apartamento;Botafogo;2;0;0;75;2400.0;560.0;112.0
Quitinete;Senador Vasconcelos;1;0;0;40;550.0;;
Apartamento;Bonsucesso;2;1;0;70;1200.0;450.0;20.0
Apartamento;Campo Grande;2;0;0;50;1100.0;;2.0
Apartamento;Leblon;4;5;2;420;25000.0;4457.0;2369.0
Apartamento;Ipanema;4;1;1;208;12000.0;1512.0;300.0
Apartamento;Freguesia (Jacarepaguá);2;0;1;75;1300.0;700.0;75.0
Apartamento;Taquara;2;1;0;60;1300.0;600.0;70.0
Apartamento;Leblon;4;2;2;205;15500.0;6000.0;934.0
Apartamento;Copacabana;2;0;0;72;2800.0;1000.0;866.0
Apartamento;Vila Isabel;1;0;0;60;1300.0;323.0;83.0
Apartamento;Ipanema;2;1;0;130;12000.0;1200.0;1389.0
Apartamento;Botafogo;3;1;1;78;4310.0;1107.0;187.0
Apartamento;Leblon;2;1;0;70;4200.0;1100.0;200.0
Apartamento;Barra da Tijuca;2;1;1;85;2600.0;1200.0;300.0
Apartamento;Bonsucesso;2;0;0;61;1100.0;;
Apartamento;Leblon;4;3;3;380;14000.0;4000.0;550.0
Apartamento;Madureira;2;0;0;75;1050.0;;
Apartamento;Ipanema;3;1;1;128;5500.0;1550.0;316.0
